band,original_band,other_bands,event_type,event_date,event_day,event_month,event_year,iso_country,iso_subdivision,lat_dd,lon_dd,coordinates_precision_code,band_type_code,species_name,species_id,bird_status,extra_info_code,age_code,sex_code,permit,band_status_code,how_obtained_code,who_obtained_code,reporting_method,present_condition,min_age_at_enc,record_source,species_scientific_name
B39339756425,B39339756425,,B,6/29/70,29,6,1970,US,US-MD,38.25,-76.75,10,12,Osprey,3640,3,0,4,0,P6965595,0,,,,,,B,Pandion haliaetus
B39339756425,B39339756425,,E,05/99/1978,99,5,1978,US,US-MD,38.25,-76.58333,10,12,,3640,,,,,,,0,22,1,5,7.92,E,Pandion haliaetus
B39339756506,B39339756506,,B,6/29/70,29,6,1970,US,US-MD,38.25,-76.75,10,12,Osprey,3640,3,0,4,0,P6965595,0,,,,,,B,Pandion haliaetus
B39339756506,B39339756506,,E,7/19/70,19,7,1970,US,US-MD,38.25,-76.75,10,12,,3640,,,,,,,28,21,1,5,0.08,E,Pandion haliaetus
B39339756829,B39339756829,,B,7/1/71,1,7,1971,US,US-MD,38.08333,-76.08333,10,12,Osprey,3640,3,0,4,0,P6965595,0,,,,,,B,Pandion haliaetus
B39339756829,B39339756829,,E,05/99/1974,99,5,1974,VE,,8.58333,-71.08333,10,12,,3640,,,,,,,0,21,1,3,2.92,E,Pandion haliaetus
B39339756977,B39339756977,,B,7/1/71,1,7,1971,US,US-MD,37.91667,-75.91667,10,12,Osprey,3640,3,0,4,0,P6965595,0,,,,,,B,Pandion haliaetus
B39339756977,B39339756977,,E,2/25/79,25,2,1979,CU,,22.91667,-81.58333,10,12,,3640,,,,,,,1,21,1,5,7.67,E,Pandion haliaetus
B39339759139,B39339759139,,B,6/19/71,19,6,1971,US,US-VA,37.75,-76.58333,10,12,Osprey,3640,3,1,4,0,P9966249,0,,,,,,B,Pandion haliaetus
B39339759139,B39339759139,,E,9/28/71,28,9,1971,DO,,19.08333,-70.58333,10,12,,3640,,,,,,,1,21,1,5,0.25,E,Pandion haliaetus
B39339780018,B39339780018,,B,6/19/70,19,6,1970,US,US-MD,38.75,-76.25,10,12,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39339780018,B39339780018,,E,09/79/1970,79,9,1970,KY,,19.33333,-81.25,11,12,hawk,3640,,,,,,,1,21,1,5,,E,Pandion haliaetus
B39339780253,B39339780253,,B,7/5/69,5,7,1969,US,US-MD,38.91667,-76.25,10,12,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39339780253,B39339780253,,E,8/7/69,7,8,1969,US,US-MD,38.91667,-76.25,10,12,,3640,,,,,,,28,22,1,7,0.17,E,Pandion haliaetus
B39339780419,B39339780419,,B,7/4/69,4,7,1969,US,US-MD,38.75,-76.25,10,12,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39339780419,B39339780419,,E,2/10/83,10,2,1983,BR,,-4.25,-40.58333,10,12,,3640,,,,,,,0,22,1,5,13.67,E,Pandion haliaetus
B39339781299,B39339781299,,B,6/27/73,27,6,1973,US,US-NY,41.25,-72.08333,10,12,Osprey,3640,3,1,4,0,P9969389,0,,,,,,B,Pandion haliaetus
B39339781299,B39339781299,,E,3/2/74,2,3,1974,CO,,3.91667,-76.41667,10,12,,3640,,,,,,,3,21,1,5,0.75,E,Pandion haliaetus
B39339781453,B39339781453,,B,7/18/72,18,7,1972,US,US-ME,44.08333,-68.91667,10,12,Osprey,3640,3,1,4,0,P9969389,0,,,,,,B,Pandion haliaetus
B39339781453,B39339781453,,E,9/23/75,23,9,1975,DO,,18.55,-70.2,12,12,,3640,,,,,,,56,21,1,0,,E,Pandion haliaetus
B39339782332,B39339782332,,B,7/3/71,3,7,1971,US,US-NY,41.08333,-72.08333,10,12,Osprey,3640,3,0,4,0,P9969389,0,,,,,,B,Pandion haliaetus
B39339782332,B39339782332,,E,8/5/72,5,8,1972,TT,,10.58333,-61.41667,10,12,,3640,,,,,,,1,21,1,3,1.17,E,Pandion haliaetus
B39339782589,B39339782589,,B,6/30/71,30,6,1971,US,US-NY,41.25,-72.25,10,12,Osprey,3640,3,0,4,0,P9969389,0,,,,,,B,Pandion haliaetus
B39339782589,B39339782589,,E,3/14/87,14,3,1987,HT,,19,-72.41667,72,12,eagle,3640,,,,,,,3,21,1,3,15.75,E,Pandion haliaetus
B39339782737,B39339782737,,B,7/8/72,8,7,1972,US,US-NY,41.25,-71.91667,10,12,Osprey,3640,3,1,4,0,P9969389,0,,,,,,B,Pandion haliaetus
B39339782737,B39339782737,,E,4/28/80,28,4,1980,US,US-CT,41.91667,-73.41667,10,12,,3640,,,,,,,28,23,1,5,7.83,E,Pandion haliaetus
B39339783028,B39339783028,,B,6/29/70,29,6,1970,US,US-CT,41.25,-72.25,10,12,Osprey,3640,2,1,4,0,P9969389,0,,,,,,B,Pandion haliaetus
B39339783028,B39339783028,,E,05/99/1973,99,5,1973,US,US-CT,41.41667,-71.91667,10,12,,3640,,,,,,,0,21,1,3,2.92,E,Pandion haliaetus
B39339783989,B39339783989,,B,7/3/70,3,7,1970,US,US-NY,41.08333,-72.08333,10,12,Osprey,3640,3,0,4,0,P9969389,0,,,,,,B,Pandion haliaetus
B39339783989,B39339783989,,E,9/14/72,14,9,1972,CO,,0.58333,-73.58333,10,12,,3640,,,,,,,1,21,1,3,2.25,E,Pandion haliaetus
B39339784029,B39339784029,,B,7/26/70,26,7,1970,US,US-WI,46.08333,-90.08333,10,12,Osprey,3640,3,0,4,0,P9964744,0,,,,,,B,Pandion haliaetus
B39339784029,B39339784029,,E,10/25/70,25,10,1970,CO,,3.25,-76.58333,10,12,,3640,,,,,,,1,21,1,0,0.33,E,Pandion haliaetus
B39339784347,B39339784347,,B,7/20/69,20,7,1969,US,US-WI,45.41667,-92.41667,10,12,Osprey,3640,3,0,4,0,P9964744,0,,,,,,B,Pandion haliaetus
B39339784347,B39339784347,,E,11/9/74,9,11,1974,EC,,-0.75,-80.08333,10,12,,3640,,,,,,,1,21,1,3,5.42,E,Pandion haliaetus
B39339784504,B39339784504,,B,7/20/69,20,7,1969,US,US-WI,46.08333,-90.08333,10,12,Osprey,3640,3,0,4,0,P9964744,0,,,,,,B,Pandion haliaetus
B39339784504,B39339784504,,E,9/11/80,11,9,1980,US,US-TN,36.41667,-85.41667,10,12,,3640,,,,,,,0,22,1,5,11.25,E,Pandion haliaetus
B39339784663,B39339784663,,B,7/18/70,18,7,1970,US,US-WI,46.08333,-90.08333,10,12,Osprey,3640,3,0,4,0,P9964744,0,,,,,,B,Pandion haliaetus
B39339784663,B39339784663,,E,12/29/70,29,12,1970,PA,,8.58333,-79.91667,10,12,,3640,,,,,,,1,21,1,5,0.5,E,Pandion haliaetus
B39339787389,B39339787389,,B,7/15/73,15,7,1973,US,US-ID,48.25,-116.75,10,12,Osprey,3640,3,69,4,0,P6969709,0,,,,,,B,Pandion haliaetus
B39339787389,B39339787389,,E,07/99/1973,99,7,1973,US,US-ID,48.25,-116.75,10,12,,3640,,,,,,,54,20,1,5,0.08,E,Pandion haliaetus
B39339787867,B39339787867,,B,7/19/74,19,7,1974,US,US-ID,47.41667,-116.75,10,12,Osprey,3640,3,69,4,0,P6969709,0,,,,,,B,Pandion haliaetus
B39339787867,B39339787867,,E,3/9/75,9,3,1975,HN,,13.25,-87.75,10,12,,3640,,,,,,,1,21,1,0,0.75,E,Pandion haliaetus
B39339803143,B39339803143,,B,7/1/86,1,7,1986,US,US-MD,38.08333,-76.08333,10,12,Osprey,3640,3,0,4,0,P0960209,0,,,,,,B,Pandion haliaetus
B39339803143,B39339803143,,E,11/21/86,21,11,1986,US,US-MD,38.08333,-76.08333,10,12,,3640,,,,,,,0,22,1,5,0.42,E,Pandion haliaetus
B39339803223,B39339803223,,B,7/1/86,1,7,1986,US,US-MD,37.91667,-76.08333,10,12,Osprey,3640,3,0,4,0,P0960209,0,,,,,,B,Pandion haliaetus
B39339803223,B39339803223,,E,04/99/1989,99,4,1989,US,US-MD,38.58333,-76.08333,10,12,,3640,,,,,,,0,21,1,5,2.83,E,Pandion haliaetus
B39339811133,B39339811133,,B,6/24/06,24,6,2006,US,US-VA,37.58333,-76.75,10,12,Osprey,3640,3,0,4,0,P7747959,0,,,,,,B,Pandion haliaetus
B39339811133,B39339811133,,E,8/27/06,27,8,2006,US,US-VA,39.08333,-78.08333,10,12,UNKNOWN,3640,,,,,,,0,21,61,3,0.17,E,Pandion haliaetus
B39339812339,B39339812339,,B,6/24/96,24,6,1996,US,US-VA,36.91667,-76.08333,10,12,Osprey,3640,3,0,4,0,P2962062,0,,,,,,B,Pandion haliaetus
B39339812339,B39339812339,,E,6/1/03,1,6,2003,US,US-VA,36.91667,-75.91667,10,12,,3640,,,,,,,3,23,1,3,7,E,Pandion haliaetus
B39339825228,B39339825228,,B,7/10/91,10,7,1991,US,US-MA,41.75,-70.58333,10,12,Osprey,3640,3,0,4,0,P7746919,0,,,,,,B,Pandion haliaetus
B39339825228,B39339825228,,E,7/5/98,5,7,1998,US,US-MA,41.58333,-70.58333,10,12,,3640,,,,,,,26,21,6,5,7.08,E,Pandion haliaetus
B39339839653,B39339839653,,B,7/14/99,14,7,1999,US,US-MI,45.08333,-83.58333,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B39339839653,B39339839653,,E,5/31/05,31,5,2005,US,US-MI,44.41667,-84.75,10,12,OSPREY,3640,,,,,,,66,23,1,7,5.92,E,Pandion haliaetus
B39339840029,B39339840029,,B,7/8/85,8,7,1985,US,US-MI,44.41667,-84.91667,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B39339840029,B39339840029,,E,2/25/86,25,2,1986,PE,,-4.58333,-81.25,10,12,,3640,,,,,,,25,21,1,3,0.67,E,Pandion haliaetus
B39339841468,B39339841468,,B,6/25/85,25,6,1985,US,US-TN,35.75,-84.58333,10,12,Osprey,3640,3,0,4,0,P9962136,0,,,,,,B,Pandion haliaetus
B39339841468,B39339841468,,E,07/99/1990,99,7,1990,CU,,22.75,-82.75,10,12,,3640,,,,,,,3,21,6,5,5.08,E,Pandion haliaetus
B39339842658,B39339842658,,B,6/25/86,25,6,1986,US,US-MD,38.58333,-76.75,10,12,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B39339842658,B39339842658,,E,8/4/86,4,8,1986,US,US-MD,38.58333,-76.75,10,12,,3640,,,,,,,3,21,1,5,0.17,E,Pandion haliaetus
B39339849938,B39339849938,,B,6/27/89,27,6,1989,US,US-NC,35.41667,-76.25,10,12,Osprey,3640,3,0,4,0,P9981129,0,,,,,,B,Pandion haliaetus
B39339849938,B39339849938,,E,7/28/89,28,7,1989,US,US-NC,35.58333,-76.5,33,12,,3640,,,,,,,3,23,1,5,0.08,E,Pandion haliaetus
B39339851135,B39339851135,,B,7/15/87,15,7,1987,US,US-WI,46.58333,-91.58333,10,12,Osprey,3640,3,0,4,0,P4964769,0,,,,,,B,Pandion haliaetus
B39339851135,B39339851135,,E,10/6/87,6,10,1987,GT,,14.75,-90.75,10,12,,3640,,,,,,,1,21,1,3,0.33,E,Pandion haliaetus
B39339852262,B39339852262,,B,7/3/87,3,7,1987,US,US-WI,45.91667,-89.75,10,12,Osprey,3640,3,0,4,0,P4964769,0,,,,,,B,Pandion haliaetus
B39339852262,B39339852262,,E,7/4/88,4,7,1988,US,US-WI,45.91667,-89.41667,10,12,,3640,,,,,,,0,21,1,3,1.08,E,Pandion haliaetus
B39339856175,B39339856175,,B,7/13/85,13,7,1985,US,US-ID,47.41667,-116.75,10,12,Osprey,3640,3,0,4,0,P6969709,0,,,,,,B,Pandion haliaetus
B39339856175,B39339856175,,E,93/99/1988,99,93,1988,US,US-WA,48.58333,-118.75,10,12,,3640,,,,,,,0,21,1,5,3.25,E,Pandion haliaetus
B39339856315,B39339856315,,B,7/12/85,12,7,1985,US,US-ID,47.75,-116.75,10,12,Osprey,3640,3,0,4,0,P6969709,0,,,,,,B,Pandion haliaetus
B39339856315,B39339856315,,E,7/13/89,13,7,1989,US,US-ID,47.58333,-116.75,10,12,,3640,,,,,,,0,22,1,5,4.08,E,Pandion haliaetus
B39339858259,B39339858259,,B,7/6/89,6,7,1989,US,US-WI,44.08333,-90.75,10,12,Osprey,3640,3,0,4,0,P7711878,0,,,,,,B,Pandion haliaetus
B39339858259,B39339858259,,E,01/72/1996,72,1,1996,CO,,2,-76,8,12,,3640,,,,,,,0,22,1,3,,E,Pandion haliaetus
B39339873139,B39339873139,,B,8/5/86,5,8,1986,US,US-CA,40.58333,-120.75,10,12,Osprey,3640,3,0,4,0,P0740694,0,,,,,,B,Pandion haliaetus
B39339873139,B39339873139,,E,8/17/94,17,8,1994,US,US-CA,40.41667,-121.91667,10,12,,3640,,,,,,,0,22,1,5,8.17,E,Pandion haliaetus
B39339873543,B39339873543,,B,7/17/84,17,7,1984,US,US-CA,40.58333,-120.75,10,12,Osprey,3640,3,0,4,0,P0740694,0,,,,,,B,Pandion haliaetus
B39339873543,B39339873543,,E,11/3/84,3,11,1984,MX,,18.91667,-98.41667,10,12,,3640,,,,,,,54,20,1,4,0.42,E,Pandion haliaetus
B39339873909,B39339873909,,B,7/13/87,13,7,1987,US,US-CA,40.58333,-120.75,10,12,Osprey,3640,3,0,4,0,P0740694,0,,,,,,B,Pandion haliaetus
B39339873909,B39339873909,,E,5/3/88,3,5,1988,MX,,17.66667,-100,12,12,,3640,,,,,,,1,21,1,4,0.92,E,Pandion haliaetus
B39339878028,B39339878028,,B,6/7/01,7,6,2001,US,US-VA,36.91667,-76.25,10,12,Osprey,3640,3,0,4,0,P2962062,0,,,,,,B,Pandion haliaetus
B39339878028,B39339878028,,E,8/22/04,22,8,2004,US,US-VA,36.75,-76.25,10,12,,3640,,,,,,,50,21,6,5,,E,Pandion haliaetus
B39339878333,B39339878333,,B,7/2/99,2,7,1999,US,US-VA,36.75,-75.91667,10,12,Osprey,3640,3,0,4,0,P2962062,0,,,,,,B,Pandion haliaetus
B39339878333,B39339878333,,E,6/30/09,30,6,2009,US,US-NC,36.58333,-75.91667,10,12,OSPREY,3640,,,,,,,30,23,7,5,10,E,Pandion haliaetus
B39339878743,B39339878743,,B,6/13/01,13,6,2001,US,US-VA,36.91667,-76.41667,10,12,Osprey,3640,3,0,4,0,P2962062,0,,,,,,B,Pandion haliaetus
B39339878743,B39339878743,,E,4/4/16,4,4,2016,US,US-VA,36.91667,-76.25,10,12,Osprey,3640,,,,,,,0,21,7,4,14.83,E,Pandion haliaetus
B39339879299,B39339879299,,B,6/19/12,19,6,2012,US,US-VA,37.41667,-77.25,10,12,Osprey,3640,3,1,4,0,P7747959,0,,,,,,B,Pandion haliaetus
B39339879299,B39339879299,,E,7/5/20,5,7,2020,US,US-VA,37.41667,-77.25,10,12,OSPREY,3640,,,,,,,29,21,7,13,8.08,E,Pandion haliaetus
B39339879697,B39339879697,,B,6/18/12,18,6,2012,US,US-VA,37.25,-77.25,10,12,Osprey,3640,3,1,4,0,P7747959,0,,,,,,B,Pandion haliaetus
B39339879697,B39339879697,,E,7/29/12,29,7,2012,US,US-VA,37.31209,-77.22136,11,12,Unknown,3640,,,,,,,3,22,7,7,0.08,E,Pandion haliaetus
B39339879859,B39339879859,,B,7/22/15,22,7,2015,US,US-VA,36.91667,-76.08333,10,12,Osprey,3640,4,1,4,0,P7747959,0,,,,,,B,Pandion haliaetus
B39339879859,B39339879859,,E,7/29/15,29,7,2015,US,US-VA,36.91667,-76.08333,10,12,Osprey,3640,,,,,,,0,21,7,5,0.08,E,Pandion haliaetus
B39339883853,B39339883853,,B,7/11/91,11,7,1991,US,US-MD,38.08333,-75.25,10,12,Osprey,3640,3,0,4,0,P3713303,0,,,,,,B,Pandion haliaetus
B39339883853,B39339883853,,E,8/20/91,20,8,1991,US,US-MD,38.25,-75.41667,10,12,,3640,,,,,,,0,22,1,4,0.17,E,Pandion haliaetus
B39339884509,B39339884509,,B,6/14/86,14,6,1986,US,US-MD,38.41667,-75.08333,10,12,Osprey,3640,3,0,4,0,P3713303,0,,,,,,B,Pandion haliaetus
B39339884509,B39339884509,,E,93/99/1986,99,93,1986,CL,,-27.08333,-70.91667,10,12,,3640,,,,,,,0,21,1,5,0.25,E,Pandion haliaetus
B39339884903,B39339884903,,B,7/26/87,26,7,1987,US,US-MD,38.41667,-75.08333,10,12,Osprey,3640,3,0,4,0,P3713303,0,,,,,,B,Pandion haliaetus
B39339884903,B39339884903,,E,99/99/1990,99,99,1990,CU,,20.5,-76.5,60,12,,3640,,,,,,,0,21,1,5,2.58,E,Pandion haliaetus
B39339886189,B39339886189,,B,4/13/05,13,4,2005,US,US-FL,27.41667,-81.41667,10,12,Osprey,3640,3,1,4,0,P7717151,0,,,,,,B,Pandion haliaetus
B39339886189,B39339886189,,E,10/30/05,30,10,2005,US,US-FL,27.41667,-80.41667,10,12,,3640,,,,,,,0,21,6,3,0.5,E,Pandion haliaetus
B39339886338,B39339886338,,B,6/2/04,2,6,2004,US,US-FL,27.41667,-81.41667,10,12,Osprey,3640,3,1,4,0,P7717151,0,,,,,,B,Pandion haliaetus
B39339886338,B39339886338,,E,9/28/15,28,9,2015,US,US-FL,26.71534,-80.05337,11,12,Hawk,3640,,,,,,,50,22,7,5,,E,Pandion haliaetus
B39339886749,B39339886749,,B,4/29/05,29,4,2005,US,US-FL,27.41667,-81.41667,10,12,Osprey,3640,3,1,4,0,P7717151,0,,,,,,B,Pandion haliaetus
B39339886749,B39339886749,,E,2/18/19,18,2,2019,US,US-FL,27.25,-81.25,10,12,Osprey,3640,,,,,,,29,23,7,13,13.83,E,Pandion haliaetus
B39339887468,B39339887468,,B,4/27/04,27,4,2004,US,US-FL,27.41667,-81.41667,10,12,Osprey,3640,3,1,4,0,P7717151,0,,,,,,B,Pandion haliaetus
B39339887468,B39339887468,,E,7/21/04,21,7,2004,US,US-FL,28.58333,-80.75,10,12,,3640,,,,,,,0,22,7,4,0.25,E,Pandion haliaetus
B39339887783,B39339887783,,B,5/6/04,6,5,2004,US,US-FL,27.41667,-81.41667,10,12,Osprey,3640,3,1,4,0,P7717151,0,,,,,,B,Pandion haliaetus
B39339887783,B39339887783,,E,11/99/2013,99,11,2013,US,US-FL,27.49559,-81.44091,11,12,UNKNOWN,3640,,,,,,,98,21,61,2,,E,Pandion haliaetus
B39339896099,B39339896099,,B,7/21/87,21,7,1987,US,US-MI,46.25,-84.08333,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B39339896099,B39339896099,,E,4/24/91,24,4,1991,US,US-IL,40.58333,-89.58333,10,12,,3640,,,,,,,3,21,1,4,3.83,E,Pandion haliaetus
B39339896173,B39339896173,,B,7/18/87,18,7,1987,US,US-MI,44.91667,-83.91667,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B39339896173,B39339896173,,E,6/8/90,8,6,1990,US,US-MI,44.25,-84.91667,10,12,,3640,,,,,,,66,23,1,7,3,E,Pandion haliaetus
B39339896429,B39339896429,,B,7/8/87,8,7,1987,US,US-MI,44.41667,-84.75,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B39339896429,B39339896429,,E,6/9/90,9,6,1990,US,US-MI,44.41667,-84.91667,10,12,,3640,,,,,,,66,23,1,7,3,E,Pandion haliaetus
B39339898269,B39339898269,,B,6/28/00,28,6,2000,US,US-NJ,39.75,-74.08333,10,12,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B39339898269,B39339898269,,E,4/21/03,21,4,2003,US,US-NY,40.58333,-74.25,10,12,,3640,,,,,,,0,21,6,4,2.83,E,Pandion haliaetus
B39339911303,B39339911303,,B,7/19/88,19,7,1988,US,US-WI,46.25,-90.08333,10,12,Osprey,3640,3,1,4,0,P1711851,0,,,,,,B,Pandion haliaetus
B39339911303,B39339911303,,E,5/28/90,28,5,1990,US,US-AR,34.91667,-92.58333,10,12,,3640,,,,,,,0,22,1,3,1.92,E,Pandion haliaetus
B39339915139,B39339915139,,B,6/23/88,23,6,1988,US,US-MD,38.41667,-77.08333,10,12,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B39339915139,B39339915139,,E,5/1/93,1,5,1993,US,US-VA,38.75,-77.25,10,12,,3640,,,,,,,0,22,1,5,4.92,E,Pandion haliaetus
B39339918319,B39339918319,,B,7/22/88,22,7,1988,US,US-ID,44.41667,-116.08333,10,12,Osprey,3640,3,0,4,0,P4748214,0,,,,,,B,Pandion haliaetus
B39339918319,B39339918319,,E,4/25/89,25,4,1989,GT,,14.25,-89.91667,10,12,,3640,,,,,,,28,21,1,8,0.83,E,Pandion haliaetus
B39339931011,B39339931011,,B,7/7/89,7,7,1989,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,0,4,0,P6967216,0,,,,,,B,Pandion haliaetus
B39339931011,B39339931011,,E,8/30/89,30,8,1989,US,US-MA,41.58333,-71.08333,10,12,,3640,,,,,,,0,22,1,5,0.17,E,Pandion haliaetus
B39339931353,B39339931353,,B,6/26/89,26,6,1989,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,0,4,0,P6967216,0,,,,,,B,Pandion haliaetus
B39339931353,B39339931353,,E,6/12/96,12,6,1996,US,US-MA,41.58333,-71.08333,10,12,,3640,,,,,,,0,20,0,5,7,E,Pandion haliaetus
B39339931463,B39339931463,,B,6/26/89,26,6,1989,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,0,4,0,P6967216,0,,,,,,B,Pandion haliaetus
B39339931463,B39339931463,,E,5/10/90,10,5,1990,CO,,4,-76,8,12,,3640,,,,,,,50,21,1,3,,E,Pandion haliaetus
B39339934109,B39339934109,,B,6/29/92,29,6,1992,US,US-WV,39.25,-81.58333,10,12,Osprey,3640,4,85,4,0,P1911489,0,,,,,,B,Pandion haliaetus
B39339934109,B39339934109,,E,4/2/96,2,4,1996,US,US-MD,39.41667,-76.25,10,12,,3640,,,,,,,0,21,1,3,3.83,E,Pandion haliaetus
B39339934893,B39339934893,,B,6/27/97,27,6,1997,US,US-WV,38.91667,-82.08333,10,12,Osprey,3640,3,33,4,0,P1911489,0,,,,,,B,Pandion haliaetus
B39339934893,B39339934893,,E,3/29/14,29,3,2014,US,US-WV,38.99399,-80.23203,11,12,Osprey,3640,,,,,,,3,21,7,4,16.75,E,Pandion haliaetus
B39339935133,B39339935133,,B,7/5/90,5,7,1990,US,US-MD,38.08333,-76.08333,10,12,Osprey,3640,3,0,4,0,P9981151,0,,,,,,B,Pandion haliaetus
B39339935133,B39339935133,,E,5/4/02,4,5,2002,US,US-MD,37.91667,-75.91667,10,12,,3640,,,,,,,98,21,6,2,,E,Pandion haliaetus
B39339935145,B39339935145,,B,7/5/90,5,7,1990,US,US-MD,38.08333,-76.08333,10,12,Osprey,3640,3,0,4,0,P9981151,0,,,,,,B,Pandion haliaetus
B39339935145,B39339935145,,E,9/25/92,25,9,1992,US,US-FL,30.25,-81.75,10,12,,3640,,,,,,,3,21,1,10,2.25,E,Pandion haliaetus
B39339935495,B39339935495,,B,7/5/90,5,7,1990,US,US-MD,38.08333,-76.08333,10,12,Osprey,3640,3,0,4,0,P9981151,0,,,,,,B,Pandion haliaetus
B39339935495,B39339935495,,E,9/5/99,5,9,1999,US,US-VA,37.91667,-76.41667,10,12,,3640,,,,,,,98,21,6,2,,E,Pandion haliaetus
B39339935733,B39339935733,,B,7/3/91,3,7,1991,US,US-MD,37.91667,-76.08333,10,12,Osprey,3640,3,0,4,0,P9981151,0,,,,,,B,Pandion haliaetus
B39339935733,B39339935733,,E,12/7/91,7,12,1991,VE,,10.41667,-67.91667,10,12,,3640,,,,,,,0,21,1,3,0.5,E,Pandion haliaetus
B39339938029,B39339938029,,B,6/23/89,23,6,1989,US,US-MD,38.25,-76.41667,10,12,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B39339938029,B39339938029,,E,5/20/08,20,5,2008,US,US-MD,39.08333,-76.75,10,12,EAGLE,3640,,,,,,,3,21,61,11,18.92,E,Pandion haliaetus
B39339938103,B39339938103,,B,6/23/89,23,6,1989,US,US-MD,38.41667,-76.58333,10,12,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B39339938103,B39339938103,,E,2/27/91,27,2,1991,TT,,10.75,-61.08333,10,12,,3640,,,,,,,1,21,1,5,1.67,E,Pandion haliaetus
B39339938393,B39339938393,,B,6/22/89,22,6,1989,US,US-MD,38.58333,-76.75,10,12,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B39339938393,B39339938393,,E,99/99/2001,99,99,2001,VE,,8.58333,-72.41667,10,12,,3640,,,,,,,1,21,1,3,11.58,E,Pandion haliaetus
B39339939149,B39339939149,,B,6/21/90,21,6,1990,US,US-MD,38.58333,-76.75,10,12,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B39339939149,B39339939149,,E,10/17/91,17,10,1991,CO,,10.75,-74.75,10,12,,3640,,,,,,,1,22,0,5,1.33,E,Pandion haliaetus
B39339940413,B39339940413,,B,7/5/95,5,7,1995,US,US-MD,38.08333,-76.08333,10,12,Osprey,3640,3,0,4,0,P9981151,0,,,,,,B,Pandion haliaetus
B39339940413,B39339940413,,E,03/58/2004,58,3,2004,US,US-NC,35.41667,-76.25,10,12,,3640,,,,,,,98,21,1,2,,E,Pandion haliaetus
B39339940659,B39339940659,,B,7/9/96,9,7,1996,US,US-MD,38.08333,-76.08333,10,12,Osprey,3640,3,0,4,0,P9981151,0,,,,,,B,Pandion haliaetus
B39339940659,B39339940659,,E,10/23/96,23,10,1996,US,US-FL,29.25,-81.08333,10,12,,3640,,,,,,,0,20,1,5,0.33,E,Pandion haliaetus
B39339943139,B39339943139,,B,7/5/90,5,7,1990,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,0,4,0,P6967216,0,,,,,,B,Pandion haliaetus
B39339943139,B39339943139,,E,3/16/96,16,3,1996,CU,,22.41667,-79.91667,10,12,,3640,,,,,,,0,21,1,3,5.75,E,Pandion haliaetus
B39339943213,B39339943213,,B,7/4/90,4,7,1990,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,0,4,0,P6967216,0,,,,,,B,Pandion haliaetus
B39339943213,B39339943213,,E,7/10/97,10,7,1997,US,US-MA,41.75,-70.75,10,12,,3640,,,,,,,26,23,1,10,7.08,E,Pandion haliaetus
B39339943464,B39339943464,,B,7/25/89,25,7,1989,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,0,4,0,P6967216,0,,,,,,B,Pandion haliaetus
B39339943464,B39339943464,,E,2/10/93,10,2,1993,BR,,-3.25,-60.91667,10,12,,3640,,,,,,,1,21,1,5,3.67,E,Pandion haliaetus
B39339943703,B39339943703,,B,7/10/90,10,7,1990,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,0,4,0,P6967216,0,,,,,,B,Pandion haliaetus
B39339943703,B39339943703,,E,4/2/02,2,4,2002,VE,,10.08333,-69.25,10,12,,3640,,,,,,,1,21,1,3,11.83,E,Pandion haliaetus
B39339944024,B39339944024,,B,7/1/91,1,7,1991,US,US-CT,41.25,-72.25,10,12,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B39339944024,B39339944024,,E,6/18/96,18,6,1996,US,US-CT,41.41667,-72.08333,10,12,,3640,,,,,,,54,21,1,3,5,E,Pandion haliaetus
B39339944973,B39339944973,,B,6/23/92,23,6,1992,US,US-CT,41.25,-72.08333,10,12,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
