band,original_band,other_bands,event_type,event_date,event_day,event_month,event_year,iso_country,iso_subdivision,lat_dd,lon_dd,coordinates_precision_code,band_type_code,species_name,species_id,bird_status,extra_info_code,age_code,sex_code,permit,band_status_code,how_obtained_code,who_obtained_code,reporting_method,present_condition,min_age_at_enc,record_source,species_scientific_name
B99299330189,B99299330189,,B,7/3/02,3,7,2002,US,US-MI,44.41667,-84.91667,10,2,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B99299330189,B99299330189,,E,7/21/16,21,7,2016,US,US-MI,44.67588,-84.71475,11,2,OSPREY,3640,,,,,,,44,21,61,5,14.08,E,Pandion haliaetus
B99299330503,B99299330503,,B,7/6/01,6,7,2001,US,US-MI,44.91667,-83.91667,10,2,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B99299330503,B99299330503,,E,5/7/04,7,5,2004,US,US-MI,44.58333,-84.75,10,2,,3640,,,,,,,0,21,6,5,2.92,E,Pandion haliaetus
B99299332113,B99299332113,,B,6/24/04,24,6,2004,US,US-OH,40.08333,-81.41667,10,2,Osprey,3640,3,1,4,0,P9984184,0,,,,,,B,Pandion haliaetus
B99299332113,B99299332113,,E,4/5/08,5,4,2008,US,US-OH,39.41667,-82.91667,10,2,OSPREY,3640,,,,,,,0,21,61,4,3.83,E,Pandion haliaetus
B99299333953,B99299333953,,B,9/23/17,23,9,2017,US,US-NC,35.41667,-81.08333,10,2,Osprey,3640,7,0,2,0,P3703970,0,,,,,,B,Pandion haliaetus
B99299333953,B99299333953,,E,12/5/17,5,12,2017,US,US-FL,29.25,-81.08333,10,2,Osprey,3640,,,,,,,54,21,7,4,0.5,E,Pandion haliaetus
B99299335553,B99299335553,,B,6/26/07,26,6,2007,US,US-NJ,40.41667,-74.08333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299335553,B99299335553,,E,4/28/19,28,4,2019,US,US-NJ,40.40844,-74.21626,11,2,Osprey,3640,,,,,,,52,21,7,7,11.83,E,Pandion haliaetus
B99299339109,B99299339109,,B,8/8/02,8,8,2002,US,US-WI,42.91667,-88.08333,10,2,Osprey,3640,4,85,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B99299339109,B99299339109,,E,11/3/07,3,11,2007,US,US-MN,44.91667,-93.08333,10,2,UNKNOWN,3640,,,,,,,0,21,61,3,5.42,E,Pandion haliaetus
B99299339823,B99299339823,,B,7/6/03,6,7,2003,US,US-MI,44.41667,-84.58333,10,2,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B99299339823,B99299339823,,E,6/5/04,5,6,2004,US,US-TN,35.91667,-83.58333,10,2,,3640,,,,,,,54,21,6,5,1,E,Pandion haliaetus
B99299339879,B99299339879,,B,7/7/03,7,7,2003,US,US-MI,44.41667,-84.91667,10,2,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B99299339879,B99299339879,,E,5/25/07,25,5,2007,US,US-MI,44.25,-84.58333,10,2,OSPREY,3640,,,,,,,66,23,1,7,3.92,E,Pandion haliaetus
B99299340320,B99299340320,,B,7/1/03,1,7,2003,US,US-NJ,39.41667,-75.08333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299340320,B99299340320,,E,4/26/08,26,4,2008,US,US-NJ,39.25,-75.08333,10,2,OSPREY,3640,,,,,,,54,21,61,4,4.83,E,Pandion haliaetus
B99299351149,B99299351149,,B,7/17/07,17,7,2007,US,US-MI,46.41667,-84.25,10,2,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B99299351149,B99299351149,,E,11/26/07,26,11,2007,CR,,8.08333,-83.25,10,2,EAGLE,3640,,,,,,,0,20,1,5,0.42,E,Pandion haliaetus
B99299351469,B99299351469,,B,7/2/07,2,7,2007,US,US-MI,44.25,-84.58333,10,2,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B99299351469,B99299351469,,E,4/20/13,20,4,2013,US,US-WI,44.37748,-89.16484,11,2,UNKNOWN,3640,,,,,,,0,21,61,4,5.83,E,Pandion haliaetus
B99299351542,B99299351542,,B,7/18/06,18,7,2006,US,US-MI,46.25,-84.08333,10,2,Osprey,3640,3,33,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B99299351542,B99299351542,,E,6/20/19,20,6,2019,US,US-MI,45.98229,-84.34669,11,2,Unknown,3640,,,,,,,0,21,7,4,13,E,Pandion haliaetus
B99299352662,B99299352662,,B,7/12/04,12,7,2004,US,US-MI,45.91667,-88.41667,10,2,Osprey,3640,3,33,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B99299352662,B99299352662,,E,1/6/05,6,1,2005,VE,,6.75,-67.41667,10,2,,3640,,,,,,,0,21,7,5,0.58,E,Pandion haliaetus
B99299358025,B99299358025,,B,6/25/03,25,6,2003,US,US-CT,41.25,-72.08333,10,2,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B99299358025,B99299358025,,E,11/4/03,4,11,2003,US,US-PA,39.91667,-75.91667,10,2,,3640,,,,,,,0,21,6,5,0.42,E,Pandion haliaetus
B99299358192,B99299358192,,B,6/24/03,24,6,2003,US,US-CT,41.25,-72.91667,10,2,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B99299358192,B99299358192,,E,4/9/06,9,4,2006,US,US-NY,40.91667,-72.91667,10,2,UNKNOWN,3640,,,,,,,3,22,61,5,2.83,E,Pandion haliaetus
B99299358329,B99299358329,,B,7/5/02,5,7,2002,US,US-CT,41.25,-72.25,10,2,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B99299358329,B99299358329,,E,8/1/08,1,8,2008,US,US-NJ,40.75,-74.75,10,2,OSPREY,3640,,,,,,,0,21,61,5,6.17,E,Pandion haliaetus
B99299358643,B99299358643,,B,6/30/03,30,6,2003,US,US-CT,41.25,-72.08333,10,2,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B99299358643,B99299358643,,E,3/7/04,7,3,2004,US,US-MA,42.41667,-71.41667,10,2,,3640,,,,,,,0,21,6,5,0.75,E,Pandion haliaetus
B99299358752,B99299358752,,B,6/27/03,27,6,2003,US,US-CT,41.25,-72.25,10,2,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B99299358752,B99299358752,,E,11/18/17,18,11,2017,VE,,7.25,-69.08333,10,2,AGUILA PESCADORA (Gavilan),3640,,,,,,,1,21,7,4,14.42,E,Pandion haliaetus
B99299367207,B99299367207,,B,7/14/05,14,7,2005,US,US-WI,46.08333,-91.41667,10,2,Osprey,3640,3,0,4,0,P9972302,0,,,,,,B,Pandion haliaetus
B99299367207,B99299367207,,E,9/15/05,15,9,2005,US,US-WI,46.08333,-91.58333,10,2,Osprey,3640,,,,,,,0,22,7,5,0.25,E,Pandion haliaetus
B99299367953,B99299367953,,B,7/12/07,12,7,2007,US,US-WI,45.91667,-91.75,10,2,Osprey,3640,3,0,4,0,P9972302,0,,,,,,B,Pandion haliaetus
B99299367953,B99299367953,,E,9/19/08,19,9,2008,CO,,3.75,-74.91667,10,2,OSPREY,3640,,,,,,,1,21,61,5,1.25,E,Pandion haliaetus
B99299368023,B99299368023,,B,7/6/01,6,7,2001,US,US-CT,41.25,-72.41667,10,2,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B99299368023,B99299368023,,E,8/21/09,21,8,2009,US,US-CT,41.41667,-72.58333,10,2,OSPREY,3640,,,,,,,0,21,61,5,8.17,E,Pandion haliaetus
B99299368199,B99299368199,,B,7/6/01,6,7,2001,US,US-CT,41.25,-72.41667,10,2,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B99299368199,B99299368199,,E,5/7/19,7,5,2019,US,US-CT,41.41667,-72.41667,10,2,Osprey,3640,,,,,,,52,21,7,7,17.92,E,Pandion haliaetus
B99299368409,B99299368409,,B,7/5/01,5,7,2001,US,US-CT,41.25,-72.25,10,2,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B99299368409,B99299368409,,E,8/15/01,15,8,2001,US,US-NY,42.41667,-73.41667,10,2,,3640,,,,,,,0,21,6,3,0.17,E,Pandion haliaetus
B99299370809,B99299370809,,B,4/29/03,29,4,2003,US,US-FL,27.41667,-81.41667,10,2,Osprey,3640,3,1,4,0,P7717151,0,,,,,,B,Pandion haliaetus
B99299370809,B99299370809,,E,11/22/03,22,11,2003,US,US-FL,28.58333,-80.75,10,2,,3640,,,,,,,0,21,6,3,0.58,E,Pandion haliaetus
B99299373959,B99299373959,,B,6/25/02,25,6,2002,US,US-MD,38.41667,-76.58333,10,2,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B99299373959,B99299373959,,E,7/25/02,25,7,2002,US,US-MD,38.41667,-76.58333,10,2,,3640,,,,,,,50,21,6,5,,E,Pandion haliaetus
B99299376109,B99299376109,,B,7/1/02,1,7,2002,US,US-MN,45.08333,-93.08333,10,2,Osprey,3640,3,1,4,0,P0740540,0,,,,,,B,Pandion haliaetus
B99299376109,B99299376109,,E,9/17/02,17,9,2002,US,US-MO,38.91667,-92.08333,10,2,,3640,,,,,,,0,22,6,3,0.25,E,Pandion haliaetus
B99299376507,B99299376507,,B,7/6/01,6,7,2001,US,US-MN,45.08333,-93.25,10,2,Osprey,3640,3,1,4,0,P0740540,0,,,,,,B,Pandion haliaetus
B99299376507,B99299376507,,E,09/73/2002,73,9,2002,EC,,-2.25,-79.75,10,2,,3640,,,,,,,1,22,2,5,,E,Pandion haliaetus
B99299376669,B99299376669,,B,7/10/03,10,7,2003,US,US-MN,45.25,-93.25,10,2,Osprey,3640,4,19,4,0,P0740540,0,,,,,,B,Pandion haliaetus
B99299376669,B99299376669,,E,8/13/15,13,8,2015,US,US-IA,43.05612,-92.68638,11,2,HAWK,3640,,,,,,,14,21,61,4,12.17,E,Pandion haliaetus
B99299376759,B99299376759,,B,7/7/03,7,7,2003,US,US-MN,44.91667,-93.75,10,2,Osprey,3640,4,19,4,0,P0740540,0,,,,,,B,Pandion haliaetus
B99299376759,B99299376759,,E,4/9/18,9,4,2018,US,US-MO,40.25,-92.58333,10,2,Osprey,3640,,,,,,,29,22,13,13,14.83,E,Pandion haliaetus
B99299376909,B99299376909,,B,7/16/02,16,7,2002,US,US-MN,44.91667,-93.75,10,2,Osprey,3640,3,1,4,0,P0740540,0,,,,,,B,Pandion haliaetus
B99299376909,B99299376909,,E,5/20/05,20,5,2005,US,US-MN,46.41667,-94.25,10,2,,3640,,,,,,,0,21,6,3,2.92,E,Pandion haliaetus
B99299382999,B99299382999,,B,6/28/06,28,6,2006,US,US-OH,41.75,-84.75,10,2,Osprey,3640,3,1,4,0,P9984184,0,,,,,,B,Pandion haliaetus
B99299382999,B99299382999,,E,6/1/10,1,6,2010,US,US-MI,42.75,-83.08333,10,2,OSPREY,3640,,,,,,,29,21,13,7,4,E,Pandion haliaetus
B99299383703,B99299383703,,B,7/1/05,1,7,2005,US,US-OH,41.08333,-81.08333,10,2,Osprey,3640,3,1,4,0,P9984184,0,,,,,,B,Pandion haliaetus
B99299383703,B99299383703,,E,8/29/05,29,8,2005,US,US-OH,41.08333,-81.08333,10,2,,3640,,,,,,,0,21,6,3,0.17,E,Pandion haliaetus
B99299385229,B99299385229,,B,6/23/04,23,6,2004,US,US-PA,41.25,-80.41667,10,2,Osprey,3640,3,1,4,0,P6716931,0,,,,,,B,Pandion haliaetus
B99299385229,B99299385229,,E,4/10/05,10,4,2005,US,US-PA,41.41667,-80.25,10,2,,3640,,,,,,,98,21,6,2,,E,Pandion haliaetus
B99299385313,B99299385313,,B,6/25/03,25,6,2003,US,US-PA,41.25,-80.41667,10,2,Osprey,3640,3,1,4,0,P6716931,0,,,,,,B,Pandion haliaetus
B99299385313,B99299385313,,E,5/8/20,8,5,2020,US,US-PA,41.28894,-80.43812,11,2,Eagle,3640,,,,,,,0,21,7,5,16.92,E,Pandion haliaetus
B99299388968,B99299388968,,B,6/29/02,29,6,2002,US,US-CT,41.25,-72.25,10,2,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B99299388968,B99299388968,,E,10/29/02,29,10,2002,DO,,18.75,-69.58333,10,2,,3640,,,,,,,1,21,6,3,0.33,E,Pandion haliaetus
B99299389622,B99299389622,,B,4/15/09,15,4,2009,US,US-CA,33.58333,-117.91667,10,2,Osprey,3640,3,0,4,0,P7730260,0,,,,,,B,Pandion haliaetus
B99299389622,B99299389622,,E,8/29/09,29,8,2009,US,US-CA,33.41667,-118.25,10,2,OSPREY,3640,,,,,,,26,21,7,7,0.33,E,Pandion haliaetus
B99299389622,B99299389622,,E,3/28/15,28,3,2015,US,US-CA,32.75,-117.25,10,2,Osprey,3640,,,,,,,52,21,7,7,5.92,E,Pandion haliaetus
B99299389622,B99299389622,,E,12/8/17,8,12,2017,US,US-CA,32.75,-117.25,10,2,Osprey,3640,,,,,,,3,21,7,10,8.67,E,Pandion haliaetus
B99299389793,B99299389793,,B,4/25/08,25,4,2008,US,US-CA,33.58333,-117.91667,10,2,Osprey,3640,3,6,4,0,P7730260,0,,,,,,B,Pandion haliaetus
B99299389793,B99299389793,,E,1/29/10,29,1,2010,US,US-CA,33.75,-117.75,10,2,Osprey,3640,,,,,,,52,21,7,13,1.75,E,Pandion haliaetus
B99299389793,B99299389793,,E,9/22/18,22,9,2018,US,US-CA,33.48125,-117.71832,11,2,Osprey,3640,,,,,,,52,21,7,7,10.42,E,Pandion haliaetus
B99299389793,B99299389793,,E,12/6/19,6,12,2019,US,US-CA,33.66044,-117.84108,11,2,Osprey,3640,,,,,,,52,21,12,7,11.67,E,Pandion haliaetus
B99299389793,B99299389793,,E,9/16/20,16,9,2020,US,US-CA,33.66044,-117.84108,11,2,Osprey,3640,,,,,,,52,21,12,7,12.42,E,Pandion haliaetus
B99299389793,B99299389793,,E,10/4/20,4,10,2020,US,US-CA,33.66106,-117.84033,11,2,OSPREY,3640,,,,,,,29,21,7,13,12.5,E,Pandion haliaetus
B99299389793,B99299389793,,E,12/13/20,13,12,2020,US,US-CA,33.66044,-117.84108,11,2,Osprey,3640,,,,,,,29,21,7,7,12.67,E,Pandion haliaetus
B99299390489,B99299390489,,B,6/16/08,16,6,2008,US,US-NJ,39.25,-74.58333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299390489,B99299390489,,E,9/3/08,3,9,2008,US,US-FL,27.58333,-80.41667,10,2,HAWK,3640,,,,,,,45,21,61,4,0.25,E,Pandion haliaetus
B99299390839,B99299390839,,B,7/13/06,13,7,2006,US,US-NJ,39.41667,-75.08333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299390839,B99299390839,,E,5/14/08,14,5,2008,US,US-MD,38.41667,-76.58333,10,2,HAWK,3640,,,,,,,45,21,61,4,1.92,E,Pandion haliaetus
B99299390913,B99299390913,,B,7/10/06,10,7,2006,US,US-NJ,39.41667,-75.08333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299390913,B99299390913,,E,4/10/13,10,4,2013,US,US-DE,39.17111,-75.43056,11,2,OSPREY,3640,,,,,,,52,21,12,7,6.83,E,Pandion haliaetus
B99299390913,B99299390913,,E,4/16/14,16,4,2014,US,US-DE,39.25,-75.41667,10,2,Osprey,3640,,,,,,,52,21,7,7,7.83,E,Pandion haliaetus
B99299391473,B99299391473,,B,6/24/04,24,6,2004,US,US-NJ,39.08333,-74.75,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299391473,B99299391473,,E,10/24/05,24,10,2005,US,US-FL,26.08333,-80.08333,10,2,,3640,,,,,,,0,21,6,3,1.33,E,Pandion haliaetus
B99299391629,B99299391629,,B,7/6/04,6,7,2004,US,US-NJ,39.08333,-74.75,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299391629,B99299391629,,E,10/18/04,18,10,2004,US,US-FL,28.25,-80.58333,10,2,,3640,,,,,,,0,21,6,4,0.33,E,Pandion haliaetus
B99299391719,B99299391719,,B,7/2/04,2,7,2004,US,US-NJ,38.91667,-74.91667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299391719,B99299391719,,E,8/11/07,11,8,2007,US,US-NJ,39.08333,-74.91667,10,2,UNKNOWN,3640,,,,,,,0,21,61,3,3.17,E,Pandion haliaetus
B99299391893,B99299391893,,B,7/2/04,2,7,2004,US,US-NJ,38.91667,-74.91667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299391893,B99299391893,,E,4/21/09,21,4,2009,US,US-DE,38.75,-75.25,10,2,OSPREY,3640,,,,,,,0,21,61,5,4.83,E,Pandion haliaetus
B99299391929,B99299391929,,B,7/1/04,1,7,2004,US,US-NJ,38.91667,-74.91667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299391929,B99299391929,,E,09/99/2004,99,9,2004,FR,,5.91667,-55.25,10,2,,3640,,,,,,,0,21,1,5,0.25,E,Pandion haliaetus
B99299392033,B99299392033,,B,6/25/05,25,6,2005,US,US-NJ,39.25,-74.91667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299392033,B99299392033,,E,8/2/05,2,8,2005,US,US-NJ,39.25,-75.08333,10,2,OSPR,3640,,,,,,,0,22,1,4,0.17,E,Pandion haliaetus
B99299392119,B99299392119,,B,7/3/04,3,7,2004,US,US-NJ,39.41667,-75.08333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299392119,B99299392119,,E,11/21/15,21,11,2015,US,US-NJ,39.25,-74.91667,10,2,Unknown,3640,,,,,,,98,21,7,2,,E,Pandion haliaetus
B99299392262,B99299392262,,B,7/3/04,3,7,2004,US,US-NJ,39.41667,-75.08333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299392262,B99299392262,,E,3/25/14,25,3,2014,US,US-NJ,39.25,-75.08333,10,2,Osprey,3640,,,,,,,52,21,7,7,9.75,E,Pandion haliaetus
B99299392329,B99299392329,,B,6/26/04,26,6,2004,US,US-NJ,39.41667,-75.08333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299392329,B99299392329,,E,4/21/18,21,4,2018,US,US-NJ,39.45845,-75.33297,11,2,Unknown,3640,,,,,,,0,21,7,4,13.83,E,Pandion haliaetus
B99299392509,B99299392509,,B,6/12/04,12,6,2004,US,US-NJ,39.41667,-75.08333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299392509,B99299392509,,E,5/13/08,13,5,2008,US,US-NJ,39.25,-74.91667,10,2,OSPREY,3640,,,,,,,0,21,61,5,3.92,E,Pandion haliaetus
B99299392562,B99299392562,,B,6/12/04,12,6,2004,US,US-NJ,39.41667,-75.08333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299392562,B99299392562,,E,12/27/08,27,12,2008,US,US-NJ,39.25,-74.91667,10,2,OSPREY,3640,,,,,,,98,21,61,2,,E,Pandion haliaetus
B99299392999,B99299392999,,B,6/25/05,25,6,2005,US,US-NJ,39.25,-74.91667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299392999,B99299392999,,E,04/99/2006,99,4,2006,US,US-NC,35.08333,-77.41667,10,2,UNKNOWN,3640,,,,,,,0,21,61,3,0.83,E,Pandion haliaetus
B99299393122,B99299393122,,B,7/14/05,14,7,2005,US,US-IN,41.41667,-85.75,10,2,Osprey,3640,4,34,4,0,P4746087,0,,,,,,B,Pandion haliaetus
B99299393122,B99299393122,,E,5/16/11,16,5,2011,US,US-OH,39.91667,-82.91667,10,2,OSPREY,3640,,,,,,,0,21,61,4,5.92,E,Pandion haliaetus
B99299393259,B99299393259,,B,7/12/04,12,7,2004,US,US-IN,41.08333,-86.91667,10,2,Osprey,3640,4,34,4,0,P4746087,0,,,,,,B,Pandion haliaetus
B99299393259,B99299393259,,E,10/16/04,16,10,2004,US,US-IN,40.41667,-87.25,10,2,,3640,,,,,,,3,22,7,10,0.33,E,Pandion haliaetus
B99299393399,B99299393399,,B,7/12/04,12,7,2004,US,US-IN,41.08333,-86.91667,10,2,Osprey,3640,4,34,4,0,P4746087,0,,,,,,B,Pandion haliaetus
B99299393399,B99299393399,,E,8/5/04,5,8,2004,US,US-IL,40.58333,-88.91667,10,2,,3640,,,,,,,3,21,6,10,0.17,E,Pandion haliaetus
B99299393542,B99299393542,,B,7/24/03,24,7,2003,US,US-IN,38.41667,-86.58333,10,2,Osprey,3640,4,34,4,0,P4746087,0,,,,,,B,Pandion haliaetus
B99299393542,B99299393542,,E,7/1/15,1,7,2015,US,US-IN,38.41667,-86.58333,10,2,Osprey,3640,,,,,P4746087,,29,23,7,13,12.08,E,Pandion haliaetus
B99299396746,B99299396746,,B,6/24/07,24,6,2007,US,US-NJ,39.25,-74.58333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299396746,B99299396746,,E,4/28/15,28,4,2015,US,US-NJ,39.41667,-75.08333,10,2,Osprey,3640,,,,,,,39,21,7,5,7.83,E,Pandion haliaetus
B99299397069,B99299397069,,B,7/11/06,11,7,2006,US,US-NJ,38.91667,-74.91667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299397069,B99299397069,,E,7/16/08,16,7,2008,US,US-NJ,39.08333,-74.75,10,2,OSPREY,3640,,,,,,,3,23,7,4,2.08,E,Pandion haliaetus
B99299398109,B99299398109,,B,7/11/05,11,7,2005,US,US-NJ,38.91667,-74.91667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299398109,B99299398109,,E,02/53/2006,53,2,2006,US,US-NJ,38.91667,-74.91667,10,2,OSPREY,3640,,,,,,,0,21,61,3,,E,Pandion haliaetus
B99299398139,B99299398139,,B,7/11/05,11,7,2005,US,US-NJ,38.91667,-74.91667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299398139,B99299398139,,E,99/99/2007,99,99,2007,BR,,-4.25,-61.75,10,2,OSPREY,3640,,,,,,,1,23,7,5,1.58,E,Pandion haliaetus
B99299398189,B99299398189,,B,7/11/05,11,7,2005,US,US-NJ,38.91667,-74.91667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299398189,B99299398189,,E,6/3/07,3,6,2007,US,US-PA,40.41667,-75.08333,10,2,UNKNOWN,3640,,,,,,,0,21,61,3,2,E,Pandion haliaetus
B99299398599,B99299398599,,B,7/6/05,6,7,2005,US,US-NJ,38.91667,-74.91667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B99299398599,B99299398599,,E,7/14/05,14,7,2005,US,US-NJ,38.91667,-74.75,10,2,OSPREY,3640,,,,,,,0,22,1,4,0.08,E,Pandion haliaetus
